,dateId,count,B_AXIS_CURR
597,1,1221.0,2.5976
598,1,1222.0,2.8152
599,1,1223.0,2.9308
600,1,1224.0,2.6588
601,1,1225.0,2.5976
602,1,1226.0,2.8152
603,1,1227.0,2.8696
604,1,1228.0,2.72
605,1,1229.0,2.7676
606,1,1230.0,2.9852
607,1,1231.0,2.7812
608,1,1232.0,2.652
609,1,1233.0,2.8832
610,1,1234.0,2.9308
611,1,1235.0,2.6248
612,1,1236.0,2.7404
613,1,1237.0,2.9852
614,1,1238.0,2.6928
615,1,1239.0,2.6316
616,1,1240.0,2.992
617,1,1241.0,2.8832
618,1,1242.0,2.1488
619,1,1243.0,-9.2208
620,1,1244.0,-15.5176
621,1,1245.0,-15.3952
622,1,1246.0,-13.7224
623,1,1247.0,-14.824
624,1,1248.0,-14.7152
625,1,1249.0,-16.6192
626,1,1250.0,-15.8644
627,1,1251.0,-15.5788
628,1,1252.0,-14.8648
629,1,1253.0,-8.2076
630,1,1254.0,-6.126799999999999
631,1,1255.0,-8.7584
632,1,1256.0,-10.132
633,1,1257.0,-7.738399999999999
634,1,1258.0,-8.398
635,1,1259.0,-6.6572
636,1,1260.0,-7.752
637,1,1261.0,-4.7328
638,1,1262.0,-2.4276
639,1,1263.0,0.0883999999999999
640,1,1264.0,0.9316
641,1,1265.0,1.938
642,1,1266.0,1.7408
643,1,1267.0,2.5364
644,1,1268.0,1.2852
645,1,1269.0,1.8632
646,1,1270.0,3.1688
647,1,1271.0,3.8692
648,1,1272.0,2.5636
649,1,1273.0,-0.9112
650,1,1274.0,-2.6996
651,1,1275.0,-2.4548
652,1,1276.0,-2.2712
653,1,1277.0,-1.7
654,1,1278.0,-1.9108
655,1,1279.0,-2.1012
656,1,1280.0,-2.1828
657,1,1281.0,-2.1964
658,1,1282.0,-2.2032
659,1,1283.0,-2.1488
660,1,1284.0,-2.0876
661,1,1285.0,-2.0604
662,1,1286.0,-1.9584
663,1,1287.0,-1.9108
664,1,1288.0,-1.836
665,1,1289.0,-1.8428
666,1,1290.0,-1.7816
667,1,1291.0,-1.7679999999999998
668,1,1292.0,-1.8564
669,1,1293.0,-1.8836
670,1,1294.0,-1.8156
671,1,1295.0,-1.8768
672,1,1296.0,-1.7068
673,1,1297.0,-1.8428
674,1,1298.0,-2.006
675,1,1299.0,-1.7884
676,1,1300.0,-1.6524
677,1,1301.0,-1.9652
678,1,1302.0,-2.0332
679,1,1303.0,-1.6252
680,1,1304.0,-1.7612
681,1,1305.0,-2.0808
682,1,1306.0,-1.9312
683,1,1307.0,-1.6116
684,1,1308.0,-1.7136
685,1,1309.0,-2.0604
686,1,1310.0,-1.9108
687,1,1311.0,-1.5436
688,1,1312.0,-1.8564
689,1,1313.0,-2.0604
690,1,1314.0,-1.7679999999999998
691,1,1315.0,-1.5368
692,1,1316.0,-1.9108
693,1,1317.0,-2.0468
694,1,1318.0,3.536
695,1,1319.0,8.2892
696,1,1320.0,13.7904
697,1,1321.0,14.076
698,1,1322.0,14.212
699,1,1323.0,13.9536
700,1,1324.0,14.9328
701,1,1325.0,14.6404
702,1,1326.0,15.537999999999998
703,1,1327.0,15.1572
704,1,1328.0,15.028
705,1,1329.0,11.322
706,1,1330.0,7.3712
707,1,1331.0,5.8344
708,1,1332.0,5.406
709,1,1333.0,5.303999999999999
710,1,1334.0,6.5484
711,1,1335.0,8.296
712,1,1336.0,8.2416
713,1,1337.0,3.3864
714,1,1338.0,-0.6255999999999999
715,1,1339.0,-0.6052
716,1,1340.0,-0.1699999999999999
717,1,1341.0,-0.1359999999999999
718,1,1342.0,-1.4348
719,1,1343.0,-1.2715999999999998
720,1,1344.0,-0.8568
721,1,1345.0,-2.5092
722,1,1346.0,-3.7196
723,1,1347.0,-2.8424
724,1,1348.0,-0.1156
725,1,1349.0,3.2504
726,1,1350.0,3.8352
727,1,1351.0,4.1616
728,1,1352.0,4.2704
729,1,1353.0,4.386
730,1,1354.0,4.5016
731,1,1355.0,4.5628
732,1,1356.0,4.610399999999999
733,1,1357.0,4.4132
734,1,1358.0,2.8152
735,1,1359.0,2.7064
736,1,1360.0,2.958
737,1,1361.0,2.924
738,1,1362.0,2.5976
739,1,1363.0,2.7472
740,1,1364.0,3.0192
741,1,1365.0,2.8628
742,1,1366.0,2.6248
743,1,1367.0,2.856
744,1,1368.0,3.026
745,1,1369.0,2.8696
746,1,1370.0,2.7064
747,1,1371.0,2.8968
748,1,1372.0,2.992
749,1,1373.0,2.8084
750,1,1374.0,2.7676
751,1,1375.0,3.0328
752,1,1376.0,3.0532
753,1,1377.0,2.7132
754,1,1378.0,2.8696
755,1,1379.0,3.0668
756,1,1380.0,2.8764
757,1,1381.0,2.7404
758,1,1382.0,2.9716
759,1,1383.0,3.0192
760,1,1384.0,2.7472
761,1,1385.0,2.8696
762,1,1386.0,3.1416
763,1,1387.0,2.8628
764,1,1388.0,2.7676
765,1,1389.0,3.0396
766,1,1390.0,2.9988
767,1,1391.0,2.686
768,1,1392.0,2.788
769,1,1393.0,-3.5156
770,1,1394.0,-9.962
771,1,1395.0,-12.75
772,1,1396.0,-15.5108
773,1,1397.0,-16.218
774,1,1398.0,-15.4836
775,1,1399.0,-15.5176
776,1,1400.0,-14.28
777,1,1401.0,-16.435599999999997
778,1,1402.0,-16.4968
779,1,1403.0,-19.72
780,1,1404.0,-14.3752
781,1,1405.0,-6.6572
782,1,1406.0,-5.0252
783,1,1407.0,-4.6784
784,1,1408.0,-6.684399999999999
785,1,1409.0,-4.6444
786,1,1410.0,-7.0176
787,1,1411.0,-7.1332
788,1,1412.0,-4.3724
789,1,1413.0,0.1631999999999999
790,1,1414.0,1.6864
791,1,1415.0,1.1968
792,1,1416.0,1.8088
793,1,1417.0,1.8428
794,1,1418.0,1.6931999999999998
795,1,1419.0,1.836
796,1,1420.0,3.2776
797,1,1421.0,4.0528
798,1,1422.0,4.005199999999999
799,1,1423.0,1.1152
800,1,1424.0,-1.7884
801,1,1425.0,-1.4416
802,1,1426.0,-2.2168
803,1,1427.0,-1.6524
804,1,1428.0,-1.8768
805,1,1429.0,-2.0196
806,1,1430.0,-2.1556
807,1,1431.0,-2.1488
808,1,1432.0,-2.1488
809,1,1433.0,-2.142
810,1,1434.0,-2.1488
811,1,1435.0,-2.0468
812,1,1436.0,-1.9516
813,1,1437.0,-1.9516
814,1,1438.0,-1.87
815,1,1439.0,-1.87
816,1,1440.0,-1.7884
817,1,1441.0,-1.9176
818,1,1442.0,-1.8768
819,1,1443.0,-1.9652
820,1,1444.0,-1.9584
821,1,1445.0,-1.7884
822,1,1446.0,-2.0604
823,1,1447.0,-1.8292
824,1,1448.0,-1.734
825,1,1449.0,-2.074
826,1,1450.0,-2.0128
827,1,1451.0,-1.5572
828,1,1452.0,-1.938
829,1,1453.0,-2.0808
830,1,1454.0,-1.802
831,1,1455.0,-1.5843999999999998
832,1,1456.0,-1.9992
833,1,1457.0,-2.0332
834,1,1458.0,-1.7068
835,1,1459.0,-1.6727999999999998
836,1,1460.0,-2.0876
837,1,1461.0,-2.0128
838,1,1462.0,-1.5639999999999998
839,1,1463.0,-1.904
840,1,1464.0,-2.1692
841,1,1465.0,-1.666
842,1,1466.0,-1.666
843,1,1467.0,-2.074
844,1,1468.0,-1.6387999999999998
845,1,1469.0,8.3776
846,1,1470.0,12.6412
847,1,1471.0,12.7908
848,1,1472.0,13.226
849,1,1473.0,13.6612
850,1,1474.0,14.3888
851,1,1475.0,14.6744
852,1,1476.0,13.973999999999998
853,1,1477.0,15.5992
854,1,1478.0,16.66
855,1,1479.0,11.6756
856,1,1480.0,7.3168
857,1,1481.0,7.5344
858,1,1482.0,7.616
859,1,1483.0,8.608799999999999
860,1,1484.0,7.0448
861,1,1485.0,5.7528
862,1,1486.0,3.8284
863,1,1487.0,4.454
864,1,1488.0,2.8628
865,1,1489.0,-0.4896
866,1,1490.0,-1.7
867,1,1491.0,-2.482
868,1,1492.0,-2.4548
869,1,1493.0,-1.4824
870,1,1494.0,-1.394
871,1,1495.0,-1.8496
872,1,1496.0,-2.278
873,1,1497.0,-2.5704
874,1,1498.0,-1.3872
875,1,1499.0,2.448
876,1,1500.0,3.6448
877,1,1501.0,4.005199999999999
878,1,1502.0,4.25
879,1,1503.0,4.3248
880,1,1504.0,4.386
881,1,1505.0,4.3996
882,1,1506.0,2.7948
883,1,1507.0,2.652
884,1,1508.0,2.55
885,1,1509.0,2.7744
886,1,1510.0,2.8696
887,1,1511.0,2.55
888,1,1512.0,2.4752
889,1,1513.0,2.8016
890,1,1514.0,2.8696
891,1,1515.0,2.4752
892,1,1516.0,2.6588
893,1,1517.0,2.924
894,1,1518.0,2.6792
895,1,1519.0,2.5092
896,1,1520.0,2.7812
897,1,1521.0,2.8832
898,1,1522.0,2.5296
899,1,1523.0,2.5704
900,1,1524.0,2.8764
901,1,1525.0,2.72
902,1,1526.0,2.4208
903,1,1527.0,2.686
904,1,1528.0,2.856
905,1,1529.0,2.5568
906,1,1530.0,2.4956
907,1,1531.0,2.8696
908,1,1532.0,2.7268
909,1,1533.0,2.4616
910,1,1534.0,2.754
911,1,1535.0,2.8288
912,1,1536.0,2.5636
913,1,1537.0,2.6248
914,1,1538.0,2.8628
915,1,1539.0,2.5636
916,1,1540.0,2.4752
917,1,1541.0,2.8696
918,1,1542.0,2.7472
919,1,1543.0,2.074
920,1,1544.0,-9.52
921,1,1545.0,-15.6536
922,1,1546.0,-14.8784
923,1,1547.0,-13.6136
924,1,1548.0,-14.837599999999998
925,1,1549.0,-14.6812
926,1,1550.0,-16.4424
927,1,1551.0,-15.6944
928,1,1552.0,-15.3884
929,1,1553.0,-14.7152
930,1,1554.0,-8.1396
931,1,1555.0,-6.052
932,1,1556.0,-8.636
933,1,1557.0,-9.9416
934,1,1558.0,-7.520799999999999
935,1,1559.0,-8.350399999999999
936,1,1560.0,-6.6096
937,1,1561.0,-7.819999999999999
938,1,1562.0,-4.7328
939,1,1563.0,-2.448
940,1,1564.0,0.0407999999999999
941,1,1565.0,0.7547999999999999
942,1,1566.0,1.802
943,1,1567.0,1.6116
944,1,1568.0,2.4004
945,1,1569.0,1.2036
946,1,1570.0,1.8156
947,1,1571.0,3.1008
948,1,1572.0,3.7672
949,1,1573.0,2.5976
950,1,1574.0,-0.8363999999999999
951,1,1575.0,-2.7676
952,1,1576.0,-2.4752
953,1,1577.0,-2.2168
954,1,1578.0,-1.7271999999999998
